RN,RCQ,DLF,LR,LRM,EELV,PS,LFI,PublDate,collectPeriodFrom,collectPeriodTo
0.213,,0.047,0.20010000000000003,0.2401,,0.0636,0.19579999999999997,2017-04-23,2017-04-23,2017-04-23
