Company,collectPeriodFrom,collectPeriodTo,n,Hypothese,RN,RCQ,DLF,LR,LRM,EELV,PS,LFI,Total,PublDate,nom commission
OpinionWay	,2017-03-31,2017-04-02,1624,,25,0,4,19,24,0,11,15,98,2017-04-03,8377 presitrack 41 OW les échos
