RN,RCQ,DLF,LR,LRM,EELV,PS,LFI,PublDate,collectPeriodFrom,collectPeriodTo
0.23149999999999998,0.0707,0.0206,0.0478,0.2784,0.0463,0.0175,0.2195,2022-04-10,2022-04-10,2022-04-10
